
AMDuProfPcm Report

System:,Family(0x17) Model(0x1) Stepping(0x2)
Number of sockets:,2
Number of nodes(die):,8
Number of core complexes(CCX):,16
Number of physical cores:,48
Number of logical cores (threads) :,96
SMT Enabled:,True
Number of logical cores sharing L3:,6

CPU Topology:
Socket, Die, CCX, Core(s)
0,0,0, 0 1 2 48 49 50
0,0,1, 3 4 5 51 52 53
0,1,2, 6 7 8 54 55 56
0,1,3, 9 10 11 57 58 59
0,2,4, 12 13 14 60 61 62
0,2,5, 15 16 17 63 64 65
0,3,6, 18 19 20 66 67 68
0,3,7, 21 22 23 69 70 71
1,4,8, 24 25 26 72 73 74
1,4,9, 27 28 29 75 76 77
1,5,10, 30 31 32 78 79 80
1,5,11, 33 34 35 81 82 83
1,6,12, 36 37 38 84 85 86
1,6,13, 39 40 41 87 88 89
1,7,14, 42 43 44 90 91 92
1,7,15, 45 46 47 93 94 95

P0 state frequency (MHz):,2000.000000
Measured DF Frequency (MHz):,1199.984741
Sampling interval (ms):,1000
Version:,3.2.228

IPC    : Instructions Per CPU Cycle
CPI    : CPU Cycles Per Instructions
pti    : Per Thousand Instructions
ptc    : Per Thousand CPU Cycles

Core-0 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-1 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-2 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-48 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-49 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-50 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,CCX-0(die-0 pkg-0),,,
Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),L3 Access (pti),L3 Miss (pti),Ave L3 Miss Latency,
0.21,1333.49,0.02,61.76,534.05,43.47,21.92,17.39,1.32,23.90,1.68,21.47,0.75,27.81,16.06,9.98,0.57,0.40,2992.75,0.00,601.66,483.17,183.94,108.43,43.21,27.46,90.83,36.22,32.36,22.26,91.45,70.19,14.71,5.20,0.91,1333.15,0.89,1.13,526.56,46.49,5.93,22.84,16.55,33.77,3.28,18.20,12.29,14.73,4.82,4.98,4.26,0.78,1332.83,0.46,2.17,532.34,88.63,37.91,34.37,14.97,37.68,1.80,22.63,13.24,53.50,38.05,12.46,1.73,100.00,3000.00,2.10,0.48,430.00,33.73,15.14,15.18,3.07,3.85,0.23,0.94,2.68,26.60,18.70,7.37,0.39,0.23,1332.38,0.19,5.21,572.33,101.71,46.24,33.18,18.71,62.03,22.09,23.95,15.99,58.58,41.99,12.05,2.72,1.27,0.74,270.54,
0.29,1331.97,0.10,9.76,521.24,47.82,8.16,27.27,11.61,34.28,2.25,22.48,9.55,20.12,10.26,6.83,2.06,0.34,2994.63,0.00,627.59,482.54,185.94,109.40,43.68,28.03,136.07,73.45,39.82,22.80,50.26,37.23,7.17,5.23,0.51,1333.04,0.99,1.01,527.57,45.70,4.52,22.69,17.38,34.50,3.56,17.96,12.97,17.93,6.97,5.80,4.41,0.74,1332.93,0.42,2.37,595.51,116.24,61.55,36.23,15.68,79.16,35.24,30.20,13.72,48.96,35.22,10.57,1.96,100.00,3000.00,2.05,0.49,429.10,34.09,14.60,16.14,3.02,3.77,0.21,0.92,2.64,30.60,14.63,15.35,0.38,0.22,1332.43,0.16,6.43,651.85,132.62,76.45,33.12,18.53,84.08,40.26,28.17,15.66,51.88,36.40,10.75,2.87,1.20,0.70,463.05,
0.25,1332.62,0.02,51.61,549.95,69.98,36.03,28.99,1.57,24.59,3.02,20.67,0.89,28.37,15.44,11.11,0.68,0.36,2992.89,0.01,111.51,561.24,182.84,102.59,46.48,28.45,123.84,63.32,37.46,23.06,59.03,43.67,8.94,5.40,0.85,1333.30,0.94,1.06,534.49,47.03,6.72,22.58,16.51,32.94,3.05,17.51,12.38,12.98,2.51,5.78,4.12,0.78,1333.15,0.44,2.26,540.34,90.66,38.43,35.58,15.11,77.15,33.90,30.16,13.08,45.81,32.17,10.23,2.02,100.00,2999.19,2.37,0.42,436.19,30.83,18.66,8.87,3.06,3.82,0.22,0.93,2.67,29.63,16.05,12.97,0.38,0.25,1332.45,0.21,4.82,667.58,142.33,80.68,37.85,18.87,80.39,34.71,30.07,15.60,41.72,27.06,9.43,3.26,1.39,0.81,664.69,
0.36,1332.76,0.22,4.48,541.52,42.71,12.07,28.03,1.32,30.57,4.75,25.14,0.68,52.26,36.24,12.94,0.64,0.44,2994.49,0.00,632.73,475.71,184.06,108.12,43.81,26.92,121.19,61.40,37.85,21.94,55.63,41.06,8.53,4.98,0.73,1332.89,0.52,1.91,531.86,44.79,6.49,21.27,15.83,34.39,4.33,18.26,11.80,15.22,5.10,5.37,4.03,0.81,1332.64,0.44,2.25,584.01,116.15,60.97,37.09,14.87,76.64,33.68,30.06,12.91,48.22,33.93,10.92,1.96,100.00,2999.74,2.05,0.49,428.77,34.72,15.09,16.12,3.16,3.89,0.22,0.92,2.75,29.47,16.07,12.77,0.41,0.25,1332.65,0.10,10.23,570.97,97.04,44.27,30.24,19.13,81.48,34.89,30.44,16.15,46.01,31.44,9.67,2.98,1.24,0.72,503.40,
0.22,1332.45,0.07,14.71,484.70,53.00,10.69,26.26,14.93,34.32,2.24,21.63,10.44,51.94,32.17,12.98,4.48,0.40,2994.61,0.01,132.63,538.61,148.10,78.58,39.00,26.13,120.70,62.17,37.06,21.47,66.13,50.30,9.81,4.66,0.91,1333.12,0.55,1.83,531.43,46.38,6.62,22.48,16.05,31.56,1.69,17.85,12.02,13.83,4.25,4.90,4.03,0.85,1332.92,0.45,2.24,515.81,87.88,35.48,35.71,14.93,36.96,1.40,22.56,13.00,49.33,33.15,12.92,1.93,100.00,2999.49,1.90,0.53,445.04,48.54,32.43,12.86,2.81,3.72,0.23,1.20,2.29,43.95,29.45,13.55,0.52,0.26,1332.51,0.08,11.96,604.19,105.83,54.63,31.24,16.11,62.48,21.27,27.54,13.67,44.70,29.45,10.77,2.44,1.19,0.70,337.94,
0.25,1332.57,0.07,13.68,528.50,45.31,14.70,27.70,1.75,26.35,3.43,22.11,0.82,21.23,12.02,7.31,0.93,0.31,2996.96,0.01,146.12,555.66,183.09,105.84,44.08,26.60,122.13,65.56,34.74,21.83,70.64,53.21,10.84,4.77,0.63,1333.11,0.57,1.76,528.13,44.65,4.46,22.46,16.54,33.72,3.46,17.87,12.39,13.57,3.31,5.54,4.15,0.79,1332.93,0.43,2.32,589.11,116.53,61.83,36.35,15.18,66.27,25.50,27.66,13.12,50.33,35.05,11.66,2.06,100.00,2999.25,1.90,0.53,446.72,47.58,32.64,11.71,2.80,3.69,0.23,1.20,2.26,44.20,29.08,14.13,0.53,0.23,1332.73,0.13,7.97,646.93,127.06,68.45,33.70,19.95,92.21,45.23,30.45,16.53,47.86,33.11,9.47,3.42,1.36,0.81,300.51,
27.88,2848.00,0.76,1.32,477.95,31.81,0.47,10.67,19.66,18.42,0.54,2.82,15.06,12.02,1.96,5.21,4.60,27.76,2926.16,0.72,1.39,479.53,29.59,0.52,9.35,18.74,23.17,1.19,7.02,14.96,28.45,1.99,22.29,3.78,28.45,2817.39,0.72,1.38,482.56,15.83,0.62,10.97,3.10,3.85,0.21,0.92,2.72,24.30,16.32,7.48,0.38,28.23,2829.23,0.78,1.28,477.48,32.20,0.47,8.63,22.20,18.65,0.51,2.21,15.93,12.72,2.31,3.90,6.27,99.79,2979.46,0.95,1.06,468.03,45.17,12.24,10.66,21.48,26.61,4.30,4.36,17.94,13.49,4.37,5.24,3.54,27.93,2845.00,0.75,1.32,479.42,20.97,0.50,9.43,10.01,11.00,0.83,2.92,7.25,12.34,3.56,5.67,2.76,8.05,5.68,337.80,
2.69,2498.17,0.04,28.53,480.87,25.71,2.53,5.77,16.19,55.12,18.39,23.26,13.47,47.32,29.78,12.66,2.72,2.89,2813.81,0.08,13.19,637.99,129.56,73.76,33.71,17.94,61.22,19.00,27.30,14.93,36.71,22.51,9.59,3.02,99.36,2983.66,2.39,0.42,438.10,29.40,17.84,8.15,3.23,4.11,0.27,1.07,2.77,28.71,17.62,10.52,0.46,1.75,2851.73,0.11,9.40,512.11,58.10,11.88,25.66,19.57,60.84,21.70,24.19,14.94,37.66,21.31,10.13,4.63,2.59,2435.76,0.34,2.95,650.90,140.01,84.08,37.86,13.63,104.37,59.91,34.38,10.08,50.33,36.54,8.69,3.55,1.96,2934.16,0.01,147.28,458.99,120.59,80.33,18.44,13.71,100.91,52.87,37.71,10.33,60.90,47.17,9.40,3.38,1.37,0.79,476.77,
0.69,1332.52,0.40,2.48,571.05,103.79,49.57,35.41,16.83,95.66,50.17,31.51,13.97,40.97,28.76,8.21,2.86,0.38,1332.79,0.14,7.17,596.24,113.52,57.62,33.97,18.58,82.70,39.03,28.37,15.30,45.25,29.52,10.63,3.28,100.00,2999.99,1.96,0.51,429.26,33.56,14.38,15.81,3.06,3.77,0.18,1.01,2.57,28.41,14.69,13.09,0.49,0.24,1332.84,0.14,7.26,526.72,58.05,10.82,26.24,19.63,54.88,15.79,24.29,14.80,40.70,23.34,10.70,4.83,0.46,1332.75,0.08,12.84,547.91,80.72,35.43,27.49,15.11,71.47,32.68,27.12,11.67,49.17,31.67,11.67,3.44,0.23,2986.77,0.00,835.03,443.35,170.42,97.35,41.69,26.70,114.65,55.29,38.30,21.06,54.10,39.46,8.08,5.64,1.27,0.76,275.61,
0.99,1332.92,0.38,2.61,629.90,124.85,69.74,36.40,15.54,101.90,56.65,31.93,13.32,43.26,30.94,8.94,2.22,0.32,1332.74,0.13,7.45,628.00,123.06,68.48,33.56,17.43,81.53,38.32,28.65,14.56,41.92,27.14,10.29,2.86,100.00,2999.99,2.01,0.50,426.78,32.81,13.90,15.56,3.09,3.80,0.19,1.02,2.60,26.30,14.59,11.11,0.49,0.29,1333.34,0.23,4.40,526.67,54.60,10.01,24.07,19.17,48.39,11.44,22.46,14.50,26.59,13.22,7.46,4.67,0.24,1332.51,0.08,13.27,592.24,100.44,54.66,29.20,12.93,74.15,37.06,26.77,10.32,53.16,35.73,12.33,2.61,0.38,2987.00,0.00,854.01,448.27,164.60,92.60,41.61,25.66,110.90,52.89,37.73,20.28,54.08,39.89,7.87,5.38,1.33,0.78,356.27,
0.94,1333.07,0.38,2.61,573.87,97.25,44.82,35.21,15.14,80.31,37.15,30.20,12.95,42.11,30.03,8.78,2.19,0.32,1333.34,0.13,7.69,680.43,141.28,83.60,35.46,17.80,78.25,35.58,28.10,14.57,47.81,32.75,9.95,3.24,100.00,3000.00,2.02,0.50,426.28,32.37,13.63,15.73,2.76,3.40,0.19,1.02,2.18,25.91,15.81,9.41,0.58,0.34,1332.88,0.16,6.14,531.19,56.68,10.73,25.57,18.50,42.61,6.61,21.90,14.09,30.01,15.77,8.47,4.40,0.22,1333.28,0.09,11.69,599.78,105.43,55.67,32.28,13.07,67.24,30.49,26.50,10.25,45.83,31.20,9.84,2.82,0.35,2985.38,0.00,793.17,443.06,162.19,92.97,41.57,23.15,101.12,46.95,36.46,17.72,55.02,40.71,8.10,5.43,1.33,0.78,273.75,
0.87,1328.33,0.46,2.16,531.17,89.39,36.45,33.65,17.96,100.26,51.93,33.36,14.97,46.09,33.59,8.39,2.98,0.30,1331.95,0.13,7.63,672.78,134.72,78.37,34.65,17.51,71.74,31.15,26.21,14.38,47.64,31.69,10.87,3.13,100.00,2999.72,1.65,0.61,435.19,48.38,25.94,19.22,2.65,3.45,0.16,1.17,2.12,39.54,27.00,11.68,0.52,0.30,1332.16,0.21,4.78,529.55,52.41,7.47,24.80,18.42,41.28,5.97,21.58,13.73,25.67,11.85,7.98,4.69,0.25,1331.14,0.10,10.09,602.91,105.54,56.32,32.12,12.76,71.55,33.45,27.70,10.40,52.18,34.61,13.08,2.36,0.34,2981.42,0.00,860.62,470.59,182.54,118.51,38.18,21.27,104.44,53.53,34.45,16.45,66.86,52.05,9.02,4.82,1.19,0.74,283.48,
0.96,1332.36,0.43,2.32,540.26,83.32,34.09,32.32,15.42,93.31,47.92,32.09,13.30,47.73,35.34,9.07,2.12,0.28,1332.60,0.13,7.97,613.00,117.85,62.81,33.13,18.83,81.36,37.53,28.77,15.07,47.30,31.16,10.56,3.76,100.00,2999.13,1.71,0.58,435.54,44.09,23.60,17.36,2.62,3.43,0.19,1.15,2.09,38.14,26.47,10.82,0.53,0.37,1332.89,0.32,3.17,531.96,52.00,8.26,24.45,17.74,39.62,5.27,21.06,13.29,22.50,10.19,6.75,4.44,0.23,1332.57,0.10,9.63,599.35,111.18,57.83,32.90,16.42,61.21,24.08,24.25,12.88,47.40,28.13,13.45,3.53,0.32,2983.82,0.00,830.03,465.46,185.47,122.18,36.01,23.21,102.29,51.36,33.04,17.90,71.76,55.44,9.87,5.31,1.18,0.76,287.24,
0.81,1333.02,0.46,2.19,545.68,91.93,39.95,33.26,17.11,110.38,61.47,34.79,14.12,50.20,37.16,8.50,2.99,0.29,1332.60,0.14,7.16,645.85,129.86,71.75,35.34,19.06,65.16,23.90,25.85,15.40,35.88,21.30,9.63,3.65,100.00,2999.99,1.72,0.58,434.17,43.79,23.19,17.31,2.78,3.56,0.17,1.18,2.21,40.23,29.20,10.14,0.56,0.32,1333.33,0.24,4.20,534.00,52.60,8.84,24.35,17.73,34.79,8.24,13.49,13.05,30.37,18.43,6.44,4.68,0.21,1332.42,0.10,9.59,620.05,116.26,62.45,32.28,17.07,67.64,27.34,26.64,13.67,43.79,25.95,12.39,3.40,0.30,2983.64,0.00,915.16,468.15,184.89,118.56,38.30,23.58,91.70,41.71,31.76,18.22,82.13,62.80,12.76,5.36,1.17,0.75,291.67,
0.96,1332.23,0.43,2.32,546.23,91.20,34.93,33.67,21.04,77.63,34.65,26.79,16.19,47.81,30.78,11.08,4.84,0.35,1332.83,0.12,8.63,618.45,115.76,65.16,32.64,14.69,56.20,19.43,26.12,10.65,35.04,20.74,9.06,4.04,100.00,2999.16,1.76,0.57,438.28,44.37,22.67,18.17,2.96,3.64,0.19,0.95,2.49,26.14,17.50,7.99,0.47,0.47,1332.48,0.21,4.78,538.48,54.91,11.33,23.94,17.87,34.87,2.64,19.86,12.37,21.51,8.22,6.76,5.50,0.23,1332.49,0.10,9.61,628.27,126.47,71.80,33.51,16.33,54.75,20.89,22.59,11.28,56.18,35.03,13.76,5.05,0.30,2985.45,0.00,912.11,476.00,171.72,112.29,39.60,15.18,71.47,28.54,31.93,10.99,81.65,63.08,12.84,4.19,1.24,0.79,286.78,
29.30,2837.77,0.91,1.10,477.09,9.81,0.28,6.17,3.00,3.77,0.23,0.99,2.55,23.41,15.11,7.77,0.45,29.23,2836.21,0.90,1.11,475.03,23.78,0.30,6.99,16.02,99.62,53.58,32.45,13.59,50.83,38.19,8.97,2.44,99.34,2961.49,1.07,0.94,465.15,15.43,3.64,10.37,1.05,1.84,0.23,1.00,0.61,27.51,11.77,15.16,0.43,28.66,2873.07,0.81,1.24,482.51,34.34,0.35,8.11,25.33,63.10,17.26,26.58,19.27,75.36,48.29,16.41,6.07,29.29,2829.47,0.85,1.17,478.80,21.19,0.34,8.24,12.12,28.81,1.67,16.66,10.48,51.64,30.35,16.97,1.64,28.98,2885.67,0.79,1.27,477.90,24.11,0.38,6.48,16.81,73.38,30.01,29.50,13.87,52.27,38.48,10.50,2.94,3.34,2.26,397.99,
93.10,2980.76,1.84,0.54,433.45,40.27,18.97,17.55,3.36,3.95,0.20,1.13,2.62,41.19,26.56,13.57,0.74,0.84,1375.05,0.45,2.24,542.99,85.59,43.17,34.37,6.45,31.11,2.88,23.54,4.69,47.96,33.65,11.40,1.76,7.16,2987.61,0.00,250.34,540.78,77.00,49.36,17.29,6.09,29.07,2.55,22.10,4.42,49.88,33.13,12.41,1.67,0.34,2899.84,0.00,710.18,470.04,144.83,92.51,41.30,6.35,82.67,45.34,32.66,4.67,49.05,36.98,9.24,1.68,0.13,1500.12,0.07,13.60,559.90,86.69,42.91,33.31,6.14,25.22,1.31,19.23,4.68,43.97,23.48,16.50,1.46,0.18,2983.21,0.01,75.87,515.21,70.08,32.57,29.11,6.39,37.44,7.88,25.05,4.51,48.08,32.07,12.03,1.89,1.20,0.72,486.38,
99.72,2974.22,1.24,0.81,471.62,20.73,6.88,10.82,2.73,3.34,0.20,0.95,2.18,29.64,18.73,10.21,0.55,34.33,2862.39,0.88,1.14,511.76,23.89,0.52,6.66,16.33,41.44,6.33,23.53,11.59,51.54,32.95,11.53,4.75,33.70,2837.57,0.89,1.12,509.27,26.31,0.50,7.07,18.32,77.44,35.00,27.40,15.04,50.84,34.06,11.48,3.28,33.52,2924.18,0.74,1.34,509.62,31.31,0.65,5.36,24.97,88.86,36.63,33.85,18.38,59.56,42.13,9.73,6.59,33.83,2875.23,0.89,1.12,510.72,21.84,0.57,6.29,14.57,48.15,11.21,24.36,12.58,48.17,33.36,11.39,1.99,33.11,2833.69,0.87,1.14,510.56,21.85,0.46,6.61,14.38,71.83,32.73,28.46,10.64,47.66,31.32,10.68,3.74,4.37,2.54,398.34,
100.00,2999.15,1.90,0.53,435.16,38.69,20.50,14.86,2.93,3.50,0.20,0.87,2.43,24.91,14.78,9.53,0.50,0.21,1864.87,0.02,56.40,516.18,74.07,41.95,27.33,1.46,25.79,6.70,18.02,1.07,53.27,37.63,13.45,0.39,0.57,1340.41,0.17,5.99,657.24,145.37,88.64,33.52,17.99,65.80,28.08,22.90,14.82,48.02,32.66,10.20,3.17,0.34,2991.21,0.00,608.96,477.64,161.13,91.62,40.68,23.57,77.05,31.80,27.46,17.79,59.56,42.51,9.89,5.78,0.75,1545.57,0.35,2.85,548.86,95.11,43.81,34.04,15.24,76.76,36.26,27.44,13.06,47.05,33.76,9.66,2.18,0.42,1343.57,0.14,7.05,602.40,109.65,59.17,32.08,13.57,53.75,21.55,21.61,10.60,49.96,33.45,11.38,2.97,1.25,0.75,486.17,
100.00,2999.71,2.01,0.50,430.19,34.34,15.54,15.84,2.64,3.40,0.19,1.15,2.06,41.21,23.88,16.28,0.58,0.26,1332.54,0.04,23.63,535.89,57.14,23.60,30.79,0.50,26.10,4.44,21.41,0.25,55.33,38.25,14.24,0.25,0.32,1332.68,0.17,6.01,588.89,113.85,58.99,33.30,18.04,76.42,35.16,26.37,14.89,51.70,36.41,10.46,3.15,0.44,2992.93,0.00,506.89,471.98,136.10,70.87,37.63,24.17,101.91,51.16,32.66,18.09,46.28,31.94,7.41,6.08,0.86,1332.65,0.44,2.27,545.70,99.59,48.73,33.95,14.30,38.29,3.19,22.52,12.59,48.80,33.02,12.53,1.71,0.26,1331.83,0.12,8.35,612.74,115.48,63.00,34.03,13.92,55.08,20.31,24.39,10.38,52.94,34.29,12.79,3.54,1.23,0.74,278.31,
100.00,2998.85,1.74,0.57,439.63,45.01,25.06,16.75,2.66,3.43,0.20,1.13,2.10,45.57,30.25,14.36,0.55,0.13,1332.15,0.01,114.09,533.95,89.79,46.94,23.49,15.23,33.67,3.49,19.31,10.88,52.11,29.99,15.33,4.35,0.60,1332.94,0.17,6.01,672.83,145.97,86.33,34.47,20.19,76.39,32.04,27.82,16.52,48.27,32.05,10.84,3.66,0.43,2991.30,0.00,565.15,483.97,145.80,81.51,36.92,22.78,87.48,40.04,30.37,17.07,44.02,29.69,7.62,5.71,0.76,1332.94,0.47,2.15,543.99,96.98,45.78,34.19,14.74,38.98,3.11,22.95,12.92,48.49,32.38,12.60,1.83,0.21,1332.57,0.13,7.89,648.74,133.45,77.24,33.70,17.03,59.09,19.54,26.43,13.12,48.36,30.06,12.14,3.92,1.33,0.81,299.54,
100.00,2999.51,1.68,0.59,437.01,51.66,24.59,18.80,7.69,7.12,0.20,1.14,5.78,42.91,23.41,17.12,1.91,0.21,1332.63,0.02,48.10,505.61,79.79,41.46,26.40,9.06,29.42,5.32,16.37,7.73,48.76,33.05,11.99,1.33,0.33,1333.35,0.17,6.01,641.70,138.47,81.14,34.40,18.36,66.42,28.80,22.44,15.18,57.28,40.47,11.71,3.18,0.45,2992.69,0.00,540.75,488.46,127.52,84.45,35.91,2.75,3.63,0.20,1.16,2.27,38.48,28.14,9.57,0.48,0.79,1332.78,0.47,2.12,546.90,99.07,48.29,34.12,14.12,78.73,39.21,28.06,11.46,39.64,27.55,8.20,2.66,0.25,1332.48,0.16,6.43,616.34,122.28,71.33,31.56,14.15,46.67,16.71,19.06,10.90,47.49,32.01,10.28,3.25,1.28,0.77,340.64,
5.60,2999.45,0.00,367.27,460.56,140.83,76.52,34.24,26.89,91.56,35.04,34.54,21.99,52.60,37.21,9.12,4.90,0.16,1331.72,0.01,92.13,567.33,90.24,51.61,29.76,4.08,33.34,6.05,23.92,3.36,44.04,28.83,12.24,0.72,0.60,1332.43,0.14,7.07,691.81,149.43,89.59,36.23,18.82,73.91,32.08,26.40,15.43,48.87,30.84,12.82,3.39,94.74,2999.49,2.13,0.47,429.90,32.23,14.66,14.24,3.08,3.80,0.22,0.88,2.70,25.67,17.05,8.15,0.38,1.16,1332.85,0.52,1.94,544.23,78.40,26.83,29.93,19.90,40.05,7.75,17.30,15.00,28.08,14.10,7.86,4.89,0.25,1331.32,0.13,7.46,651.87,135.14,79.99,36.38,13.09,55.86,19.85,25.38,10.62,44.59,29.80,10.50,2.47,1.39,0.83,276.24,
0.83,2998.65,0.01,83.02,542.02,133.73,82.78,42.77,3.12,72.96,37.42,32.79,2.75,46.41,35.98,8.76,0.37,0.18,1331.10,0.04,24.41,531.73,96.24,48.42,24.00,20.25,34.04,6.17,11.64,16.24,41.79,25.94,10.21,4.01,0.34,1332.47,0.21,4.83,618.76,129.54,73.97,31.23,19.85,58.53,23.36,19.15,16.02,47.48,32.19,9.84,3.83,100.00,2999.23,2.41,0.42,429.95,25.85,13.77,8.80,3.11,3.82,0.23,0.86,2.73,22.47,14.30,7.69,0.38,0.42,1332.34,0.15,6.63,553.18,74.55,30.07,23.56,18.39,32.17,2.95,15.64,13.58,26.54,13.20,7.54,4.80,0.29,1332.39,0.21,4.87,613.20,120.12,68.69,30.07,16.94,49.78,19.32,17.15,13.31,45.17,30.43,9.62,3.63,1.33,0.77,277.23,
47.27,2999.88,2.12,0.47,426.55,30.70,12.40,14.91,3.14,3.75,0.23,0.87,2.65,22.91,14.41,7.89,0.49,0.51,1330.43,0.43,2.33,583.93,110.19,54.66,35.37,17.75,102.46,53.45,34.29,14.72,44.11,31.55,8.24,3.03,0.59,1330.74,0.14,7.37,606.01,125.42,69.16,33.78,18.46,75.75,32.44,28.10,15.20,47.44,31.82,10.66,3.26,53.24,2999.45,0.00,851.97,411.94,160.66,91.20,40.92,24.25,86.13,34.18,33.67,18.28,66.31,47.29,11.70,5.98,0.33,1328.81,0.31,3.25,539.82,56.66,13.65,24.46,16.83,34.89,2.33,19.99,12.58,23.07,10.77,6.88,4.25,0.29,1328.32,0.11,9.28,644.77,130.01,73.05,34.20,18.19,62.45,23.53,24.92,14.01,48.88,30.10,12.63,4.18,1.18,0.69,267.30,
100.00,2999.44,2.13,0.47,426.54,50.30,13.05,15.16,21.85,17.59,0.22,0.89,16.47,31.95,12.23,14.19,5.37,0.94,1331.89,0.34,2.90,551.22,103.13,48.93,34.50,17.13,39.27,3.82,20.74,14.71,48.73,32.68,11.97,2.41,0.40,1329.57,0.21,4.85,585.92,99.87,46.04,32.83,18.34,62.76,26.68,21.20,14.88,50.87,34.40,10.87,3.46,0.27,2981.94,0.00,787.07,418.82,136.99,88.69,40.39,3.11,3.73,0.23,0.88,2.63,22.54,15.03,6.93,0.48,0.45,1330.84,0.45,2.21,535.22,54.99,12.12,24.16,17.06,32.44,2.26,17.35,12.83,23.81,11.54,6.90,4.22,0.28,1325.90,0.12,8.09,607.77,118.57,67.04,30.32,16.17,57.71,25.95,19.44,12.31,51.51,34.42,11.10,3.85,1.27,0.74,269.67,
5.08,2998.49,0.00,466.34,433.18,120.14,75.21,33.16,8.90,66.62,29.56,29.99,7.06,47.11,36.92,7.74,1.84,0.80,1329.43,0.44,2.28,567.50,111.84,53.11,35.57,20.19,85.10,37.99,29.86,17.25,49.63,35.64,9.71,2.94,0.59,1328.28,0.15,6.65,572.87,105.76,50.61,34.72,17.09,77.41,35.71,27.66,14.03,55.93,40.17,10.78,3.06,95.32,2999.48,2.14,0.47,426.20,30.67,12.66,14.68,3.10,3.81,0.22,0.86,2.73,22.84,13.37,8.98,0.37,0.39,1325.92,0.37,2.70,543.38,58.45,15.90,23.90,16.87,33.95,2.10,19.08,12.77,22.04,10.70,6.28,4.10,0.27,1322.82,0.11,8.95,583.05,115.31,57.05,33.95,19.79,60.74,20.19,24.90,15.65,50.46,33.78,10.55,4.14,1.24,0.73,268.25,
